,Name,id_word,role,profession,CDLI No
391,ARAD₂-mu[]PN,P125660.15.1,representative,,P125660
392,{d}amar-{d}suen[]PN,P125660.21.1,,lugal[king]N,P125660
393,ur-{d}šul-pa-e₃[]PN,P125660.25.1,,dubsar[scribe]N,P125660
394,ur-{d}ha-ia₃[]PN,P125660.27.2,,arad[slave]N,P125660
395,na-lu₅-ta[]PN,P124180.9.2,source,,P124180
396,{d}šul-gi-iri-mu[]PN,P124180.10.1,recipient,,P124180
397,ab-ba-sa₆-ga-ta[]PN,P407061.5.2,source,,P407061
398,{d}en-lil₂-la₂[]PN,P407061.6.1,recipient,,P407061
399,be-li₂-a-zu-ta[]PN,P131582.5.2,source,,P131582
400,lu₂-{d}x[]PN,P131582.9.2,intermediary,,P131582
401,ab-ba-sa₆-ga-ta[]PN,P209761.7.2,source,,P209761
402,in-ta-e₃-a[]PN,P209761.9.1,recipient,,P209761
403,{d}en-lil₂-la₂[]PN,P209761.12.4,,,P209761
404,u₂-ta₂-mi-šar-ra-am-ta[]PN,P126452.7.2,source,,P126452
405,{d}šul-gi-iri-mu[]PN,P126452.9.1,recipient,,P126452
406,{d}be-la-at-suh-ner[]PN,P201447.5.1,,,P201447
407,{d}be-la-at-er₃-ra-ba-an[]PN,P201447.6.2,,,P201447
408,nu-ur₂-{d}suen[]PN,P201447.14.2,intermediary,,P201447
409,hal-li₂-a[]PN,P201447.15.2,,dubsar[scribe]N,P201447
410,ur-{d}šul-pa-e₃[]PN,P201447.25.1,,dubsar[scribe]N,P201447
411,dingir-{d}nanna-ma-ba[]PN,P201447.27.1,,arad[slave]N,P201447
412,{d}en-lil₂-zi-ša₃-gal₂[]PN,P105979.6.1,representative,,P105979
413,la-la-mu[]PN,P105979.10.2,intermediary,sukkal[secretary]N,P105979
414,i-ša-we-er[]PN,P105979.11.4,,,P105979
415,ad-da-gi-na[]PN,P105979.11.6,,lu[person]N,P105979
416,ki-ri-ib-ul-me[]PN,P105979.14.4,,lu[person]N,P105979
417,hu-zi-ri[]PN,P105979.15.2,intermediary,sukkal[secretary]N,P105979
418,ARAD₂-mu[]PN,P105979.16.1,representative,,P105979
419,zu-ba-ga-ta[]PN,P105979.19.2,source,,P105979
420,ad-da-kal-la[]PN,P105979.20.2,intermediary,dubsar[scribe]N,P105979
421,ab-ba-sa₆-ga[]PN,P134884.8.1,new owner,,P134884
422,{d}amar-{d}suen[]PN,P134884.11.2,,lugal[king]N,P134884
423,ARAD₂-mu[]PN,P218070.7.1,representative,,P218070
424,{d}šul-gi-a-a-mu-ta[]PN,P218070.10.2,source,,P218070
425,{d}nin-ti₂-ug₅-ga[]PN,P128184.7.1,,,P128184
426,{d}en-lil₂-zi-ša₃-gal₂[]PN,P128184.13.1,representative,,P128184
427,{d}en-ki[]PN,P128184.16.4,,,P128184
428,ur-{d}šul-pa-e₃[]PN,P128184.32.1,,dubsar[scribe]N,P128184
429,ur-{d}ha-ia₃[]PN,P128184.34.2,,arad[slave]N,P128184
430,{d}amar-{d}suen[]PN,P106006.11.1,,lugal[king]N,P106006
431,ur-{d}šul-pa-e₃[]PN,P106006.15.1,,dubsar[scribe]N,P106006
432,ur-{d}ha-ia₃[]PN,P106006.17.2,,arad[slave]N,P106006
433,zu-ba-ga-ta[]PN,P107918.7.2,source,,P107918
434,{d}šul-gi-iri-mu[]PN,P107918.9.1,recipient,,P107918
435,ur-mes[]PN,P118549.4.2,,ensik[ruler]N,P118549
436,lu₂-dingir-ra[]PN,P118549.5.1,recipient,,P118549
437,in-ta-e₃-a-ta[]PN,P101336.87.2,source,,P101336
438,du-u₂-du[]PN,P101336.88.1,recipient,,P101336
439,in-ta-e₃-a-ta[]PN,P106018.5.2,source,,P106018
440,ur-mes[]PN,P106018.9.2,,,P106018
441,ur-mes[]PN,P106018.13.1,,,P106018
442,la-na[]PN,P106018.14.2,,kurušda[fattener]N,P106018
443,gu-ni-na[]PN,P135137.6.2,,,P135137
444,en-um-{d}iškur-ta[]PN,P135137.7.2,source,,P135137
445,lu₂-me-lam₂-ta[]PN,P103365.7.2,source,,P103365
446,ab-ba-sa₆-ga-ta[]PN,P117219.5.2,source,,P117219
447,na-lu₅[]PN,P117219.6.1,recipient,,P117219
448,{d}en-lil₂-la₂[]PN,P117219.11.3,,,P117219
449,ur-{d}nin-gubalag[]PN,P104042.3.3,,nar[musician]N,P104042
450,u₂-ta₂-mi-šar-ra-am[]PN,P104042.5.1,representative,,P104042
451,lugal-amar-ku₃-ta[]PN,P104042.8.2,source,,P104042
452,ur-{d}namma[]PN,P123619.3.4,,,P123619
453,na-sa₆-ta[]PN,P123619.12.2,source,,P123619
454,ab-ba-sa₆-ga-ta[]PN,P133880.7.2,source,,P133880
455,lu₂-{d}ba-ba₆[]PN,P133880.9.1,recipient,,P133880
456,a-hu-ni-ta[]PN,P390942.11.3,source,,P390942
457,ur-nigar{gar}[]PN,P390942.12.1,recipient,,P390942
458,in-ta-e₃-a-ta[]PN,P124122.9.2,source,,P124122
459,zu₂-ga-li-ta[]PN,P106066.13.2,source,,P106066
460,ib-ni-{d}iškur[]PN,P106066.15.2,intermediary,,P106066
461,{d}i-bi₂-{d}suen[]PN,P106066.18.2,,lugal[king]N,P106066
462,ib-ni-{d}iškur[]PN,P106066.22.1,,dubsar[scribe]N,P106066
463,lugal-ha-ma-ti[]PN,P142574.4.1,representative,,P142574
464,šu-er₃-ra[]PN,P142574.9.2,intermediary,,P142574
465,{d}nanna-mu-dah-ta[]PN,P142574.11.2,source,,P142574
466,lu₂-du₁₀-ga-ta[]PN,P122860.5.2,source,,P122860
467,dingir-ba-ni[]PN,P122860.6.1,recipient,,P122860
468,{d}i-bi₂-{d}suen[]PN,P122860.11.2,,lugal[king]N,P122860
469,dingir-ba-ni[]PN,P122860.13.1,,sipad[shepherd]N,P122860
470,{d}šul-gi-a-a-mu[]PN,P131902.10.1,recipient,,P131902
471,{d}amar-{d}suen[]PN,P131902.12.2,,lugal[king]N,P131902
472,{d}en-lil₂-la₂[]PN,P131902.12.5,,,P131902
473,a-hu-ni[]PN,P405504.7.2,intermediary,šagia[cup-bearer]N,P405504
474,na-lu₅-ta[]PN,P405504.9.2,source,,P405504
475,{d}en-ki[]PN,P405504.12.4,,,P405504
476,a-hu-ni[]PN,P405504.20.1,,,P405504
477,lu₂-dingir-ra-ta[]PN,P416209.10.2,source,,P416209
478,ur-nigar{gar}[]PN,P416209.11.1,recipient,,P416209
479,{d}amar-{d}suen[]PN,P416209.14.2,,lugal[king]N,P416209
480,lu₂-dingir-ra-ta[]PN,P416422.10.2,source,,P416422
481,ur-nigar{gar}[]PN,P416422.11.1,recipient,,P416422
482,{d}nanše-GIR₂@g-gal[]PN,P124896.8.1,representative,,P124896
483,ur-{d}ba-ba₆-ta[]PN,P124896.10.2,source,,P124896
484,{d}amar-{d}suen[]PN,P124896.13.2,,lugal[king]N,P124896
485,šu-{d}dam-ki-na[]PN,P118627.4.2,new owner,,P118627
486,hur-sag-ba-ša-ar[]PN,P118627.5.3,,,P118627
487,si-im-ti-ip-ha-še-er[]PN,P118627.6.2,new owner,zabardab[official]N,P118627
488,šul-ga₂-a-ad[]PN,P406863.4.1,,lu[person]N,P406863
489,{d}nanna-kam[]PN,P406863.5.2,intermediary,sukkal[secretary]N,P406863
490,ARAD₂-mu[]PN,P406863.6.1,representative,,P406863
491,zu-ba-ga-ta[]PN,P406863.9.2,source,,P406863
492,ad-da-kal-la[]PN,P406863.11.2,intermediary,dubsar[scribe]N,P406863
493,{d}šul-gi-a-a-mu-ta[]PN,P122793.6.2,source,,P122793
494,{d}šul-gi-iri-mu[]PN,P122793.8.1,recipient,,P122793
495,ab-ba-sa₆-ga-ta[]PN,P129743.7.2,source,,P129743
496,in-ta-e₃-a[]PN,P129743.9.1,recipient,,P129743
497,na-lu₅-ta[]PN,P134683.9.2,source,,P134683
498,en-dingir-mu-ta[]PN,P131949.7.2,source,,P131949
499,{d}šul-gi-iri-mu[]PN,P131949.9.1,recipient,,P131949
500,ab-ba-sa₆-ga-ta[]PN,P107762.6.2,source,,P107762
501,šu-eš₁₈-dar[]PN,P107762.7.1,,,P107762
502,{d}amar-{d}suen[]PN,P107762.11.2,,,P107762
503,en-dingir-mu-ta[]PN,P107904.5.2,source,,P107904
504,{d}šul-gi-iri-mu[]PN,P107904.6.1,recipient,,P107904
505,me-{d}ištaran[]PN,P107906.12.2,,,P107906
506,la-ma-har[]PN,P107906.13.1,,šagia[cup-bearer]N,P107906
507,na-lu₅-ta[]PN,P107906.15.2,source,,P107906
508,ur-{d}en-lil₂-la₂[]PN,P107906.17.2,intermediary,,P107906
509,lu₂-dingir-ra-ta[]PN,P134976.7.2,source,,P134976
510,ur-nigar{gar}[]PN,P134976.9.1,recipient,,P134976
511,ka₅-a-mu[]PN,P128143.4.2,,,P128143
512,gu₃-de₂-a[]PN,P128143.6.2,,ensik[ruler]N,P128143
513,in-ta-e₃-a[]PN,P128143.9.1,recipient,,P128143
514,{d}en-lil₂-la₂[]PN,P128143.11.3,,,P128143
515,ab-ba-sa₆-ga-ta[]PN,P126624.10.2,source,,P126624
516,ab-ba-sa₆-ga-ta[]PN,P126624.25.2,source,,P126624
517,a-hu-we-er-ta[]PN,P126624.27.2,source,,P126624
518,{d}šul-gi-a-a-mu-ta[]PN,P126624.33.2,source,,P126624
519,en-dingir-mu-ta[]PN,P126624.44.2,source,,P126624
520,be-li₂-a-zu-ta[]PN,P126624.46.2,source,,P126624
521,inim-{d}x[]PN,P126624.130.1,,,P126624
522,lu₂-{d}nanna[]PN,P126624.141.1,,šabra[administrator]N,P126624
523,be-li₂-a-zu[]PN,P126624.153.1,recipient,,P126624
524,šu-er₃-ra[]PN,P126624.170.1,recipient,,P126624
525,{d}šul-gi-iri-mu[]PN,P126624.184.1,recipient,,P126624
526,nu-ur₂-{d}suen[]PN,P126624.194.1,recipient,,P126624
527,nu-hi-dingir[]PN,P126624.198.1,recipient,,P126624
528,šu-i₃-li₂[]PN,P126624.200.1,recipient,,P126624
529,i₃-lal₃-lum[]PN,P126624.201.2,,,P126624
530,ur-{d}šul-gi[]PN,P126624.203.1,recipient,,P126624
531,šeš-kal-la[]PN,P126624.204.2,,,P126624
532,in-ta-e₃-a[]PN,P126624.267.1,,,P126624
533,{d}en-lil₂-la₂[]PN,P126624.269.4,,,P126624
534,na-we-er-dingir-ta[]PN,P210515.4.2,source,,P210515
535,{d}šul-gi-iri-mu[]PN,P210515.6.1,recipient,,P210515
536,in-ta-e₃-a[]PN,P202533.6.1,recipient,,P202533
537,nu-ur₂-{d}suen[]PN,P202533.7.2,intermediary,dubsar[scribe]N,P202533
538,tah-ša-tal-ta[]PN,P201107.7.3,source,,P201107
539,{d}šul-gi-i₃-li₂[]PN,P201107.10.2,intermediary,dubsar[scribe]N,P201107
540,{d}šul-gi-i₃-li₂[]PN,P201107.22.1,,dubsar[scribe]N,P201107
541,ur-ku₃-nun-na[]PN,P201066.8.2,,,P201066
542,a₂-bi₂-la-tum[]PN,P133901.11.2,,,P133901
543,wa-at-ra-at[]PN,P105808.4.1,,,P105808
544,{d}šul-gi-si₂-im-ti[]PN,P105808.6.1,new owner,,P105808
545,a₂-bi₂-li₂-a[]PN,P105808.9.1,recipient,,P105808
546,geš-zu-di-ga[]PN,P104804.6.3,,,P104804
547,a₂-bi₂-la-tum[]PN,P104804.12.2,,,P104804
548,ar-ši-ah[]PN,P125468.4.2,new owner,,P125468
549,lu₂-{d}nanna[]PN,P125468.8.2,new owner,šabra[administrator]N,P125468
550,lugal-nir-gal₂[]PN,P125468.12.2,new owner,,P125468
551,ur-{d}ba-ba₆[]PN,P125468.13.1,representative,,P125468
552,na-sa₆-ta[]PN,P125468.15.2,source,,P125468
553,a-hu-ni-ta[]PN,P136093.14.2,source,,P136093
554,ur-nigar{gar}[]PN,P136093.15.1,recipient,,P136093
555,i-pi₅-iq-er₃-ra[]PN,P123553.5.1,representative,,P123553
556,be-li₂-du₁₀[]PN,P123553.8.1,,kurušda[fattener]N,P123553
557,ab-ba-sa₆-ga-ta[]PN,P112183.5.2,source,,P112183
558,lu₂-dingir-ra[]PN,P112183.6.1,recipient,,P112183
559,a-hu-we-er[]PN,P234960.9.2,,,P234960
560,{d}šul-gi-iri-mu[]PN,P234960.10.1,recipient,,P234960
561,a-hu-ni-ta[]PN,P113620.17.2,source,,P113620
562,ur-nigar{gar}[]PN,P113620.18.1,recipient,,P113620
563,{d}amar-{d}suen[]PN,P113620.21.2,,lugal[king]N,P113620
564,e-la-la[]PN,P129705.5.2,new owner,tibira[sculptor]N,P129705
565,a-bi₂-si₂-im-ti[]PN,P129705.6.1,,,P129705
566,lu₂-dingir-ra-ta[]PN,P129705.9.2,source,,P129705
567,lu₂-u₂-šim-e[]PN,P107910.7.2,,,P107910
568,ur-mes[]PN,P107910.15.2,,,P107910
569,{d}lugal-banda₃{da}[]PN,P104696.18.4,,,P104696
570,{d}šul-gi-si₂-im-ti-še₃[]PN,P104696.39.2,,,P104696
571,{d}suen-a-bu-šu[]PN,P104696.56.2,intermediary,šagia[cup-bearer]N,P104696
572,{d}šul-gi-i₃-li₂-ta[]PN,P104696.61.2,source,,P104696
573,lu₂-{d}nanna[]PN,P104696.63.2,intermediary,,P104696
574,ki-tuš-lu₂[]PN,P127837.8.2,new owner,nubanda[overseer]N,P127837
575,ur-{d}li₉-si₄[]PN,P127837.10.2,new owner,nubanda[overseer]N,P127837
576,geme₂-{d}nin-lil₂-la₂-ka-še₃[]PN,P127837.13.4,,,P127837
577,pe-ru-ru-ti[]PN,P127837.14.2,new owner,,P127837
578,ARAD₂-mu[]PN,P127837.15.1,representative,,P127837
579,i-me-er₃[]PN,P123696.5.1,,nubanda[overseer]N,P123696
580,i-ku-mi-šar[]PN,P123696.9.1,,nubanda[overseer]N,P123696
581,i-gu₂-dingir[]PN,P123696.15.3,,,P123696
582,šu-{d}nin-šubur[]PN,P123696.16.3,,,P123696
583,be-li₂-i₃-li₂[]PN,P115601.16.3,,,P115601
584,lu₂-dingir-ra-ta[]PN,P109762.6.2,source,,P109762
585,{d}šul-gi-iri-mu[]PN,P109762.8.1,recipient,,P109762
586,na-lu₅-ta[]PN,P320733.10.2,source,,P320733
587,ur-nigar{gar}[]PN,P320733.11.1,recipient,,P320733
588,{d}inanna-ka-ta[]PN,P125919.5.2,source,,P125919
589,ur-{d}ša-u₁₈-ša[]PN,P125919.6.1,recipient,,P125919
590,ur-{d}ša-u₁₈-ša-ke₄[]PN,P125919.15.1,recipient,,P125919
591,{d}šul-gi-ra[]PN,P125919.18.4,,,P125919
592,ur-{d}ša-u₁₈-ša[]PN,P125919.20.1,,,P125919
593,lu₂-dingir-ra-ta[]PN,P145577.8.2,source,,P145577
594,{d}šul-gi-iri-mu[]PN,P145577.9.1,recipient,,P145577
595,ab-ba-sa₆-ga-ta[]PN,P105884.5.2,source,,P105884
596,in-ta-e₃-a[]PN,P105884.7.1,recipient,,P105884
597,{d}en-lil₂-la₂[]PN,P105884.9.4,,,P105884
598,{d}nanna-ma-ba[]PN,P124547.5.2,intermediary,dubsar[scribe]N,P124547
599,ur-{d}lamma[]PN,P103498.8.2,,ensik[ruler]N,P103498
600,na-sa₆-ta[]PN,P103498.11.2,source,,P103498
601,be-li₂-a-zu[]PN,P103498.12.1,recipient,,P103498
602,{d}šul-gi-a-a-mu[]PN,P127536.8.1,recipient,,P127536
603,šu-{d}idim[]PN,P123586.7.1,recipient,,P123586
604,na-sa₆-ta[]PN,P123586.10.2,source,,P123586
605,uri₅{ki}-ki-du₁₀[]PN,P125899.5.2,,muhaldim[cook]N,P125899
606,in-ta-e₃-a-ta[]PN,P125899.7.2,source,,P125899
607,nu-ur₂-{d}suen[]PN,P125899.10.2,intermediary,dubsar[scribe]N,P125899
608,nu-ur₂-{d}suen[]PN,P125899.22.1,,dubsar[scribe]N,P125899
609,i-di₃-er₃-ra[]PN,P125899.24.2,,arad[slave]N,P125899
610,lu₂-dingir-ra-ta[]PN,P106625.9.2,source,,P106625
611,{d}šul-gi-iri-mu[]PN,P106625.10.1,recipient,,P106625
612,eš₁₈-dar-um-mi-še₃[]PN,P131977.6.2,,,P131977
613,be-li₂-du₁₀-ta[]PN,P131977.9.2,source,,P131977
614,be-li₂-i₃-li₂-ta[]PN,P125667.6.2,source,,P125667
615,ab-ba-sa₆-ga-ta[]PN,P104575.4.2,source,,P104575
616,ku₃-{d}nin-gal[]PN,P104575.5.1,recipient,,P104575
617,ku₃-{d}nin-gal[]PN,P104575.12.1,,,P104575
618,lu₂-{d}nin-dar[]PN,P104575.14.2,,,P104575
619,in-ta-e₃-a-ta[]PN,P126105.6.2,source,,P126105
620,ur-ku₃-nun-na[]PN,P126105.7.1,recipient,,P126105
621,lu₂-{d}nin-gir₂-su[]PN,P126105.13.2,,sipad[shepherd]N,P126105
622,i-šar-ra-ma-aš[]PN,P125440.4.2,new owner,,P125440
623,na-ra-am-i₃-li₂-ta[]PN,P125440.5.2,source,,P125440
624,lugal-an-na-ab-tum₂[]PN,P125440.6.1,recipient,,P125440
625,{d}suen-ba-tug₂[]PN,P101786.4.2,,,P101786
626,ur-{d}ba-ba₆[]PN,P101786.5.4,,šabra[administrator]N,P101786
627,lu₂-{d}nanna[]PN,P101786.7.4,,šabra[administrator]N,P101786
628,ur-{d}ba-ba₆[]PN,P101786.9.2,,šabra[administrator]N,P101786
629,ur-mes-ta[]PN,P101786.16.2,source,,P101786
630,lu₂-dingir-ra-ta[]PN,P123234.11.2,source,,P123234
631,ur-nigar{gar}[]PN,P123234.12.1,recipient,,P123234
632,ab-ba-sa₆-ga-ta[]PN,P134087.9.2,source,,P134087
633,a-hu-ni[]PN,P134087.11.1,recipient,,P134087
634,amar-{d}suen[]PN,P134087.13.2,,lugal[king]N,P134087
635,lu₂-sa₆-ga[]PN,P212012.6.2,new owner,šabra[administrator]N,P212012
636,wa-ta₂-ru-um[]PN,P212012.7.1,representative,,P212012
637,ab-ba-sa₆-ga-ta[]PN,P212012.10.2,source,,P212012
638,ARAD₂-mu[]PN,P122735.6.1,representative,,P122735
639,lu₂-dingir-ra-ta[]PN,P122735.9.2,source,,P122735
640,{d}be-la-at-suh-ner[]PN,P123239.4.2,,,P123239
641,a₂-bi₂-li₂-a[]PN,P123239.6.1,,,P123239
642,šu-{d}dam-ki-na[]PN,P129411.4.1,,nubanda[overseer]N,P129411
643,e₂-a-i₃-li₂[]PN,P129411.15.4,,,P129411
644,ur-{d}ba-ba₆-ta[]PN,P104310.5.2,source,,P104310
645,ur-ku₃-nun-na[]PN,P104310.6.1,recipient,,P104310
646,lu₂-{d}nin-gir₂-su[]PN,P104310.14.2,,sipad[shepherd]N,P104310
647,ab-ba-sa₆-ga-ta[]PN,P123981.7.2,source,,P123981
648,in-ta-e₃-a[]PN,P123981.8.1,recipient,,P123981
649,lu₂-dingir-ra-ta[]PN,P112251.6.2,source,,P112251
650,{d}šul-gi-iri-mu[]PN,P112251.8.1,recipient,,P112251
651,i-gi-ru-mah[]PN,P104202.11.2,intermediary,šakkanak[general]N,P104202
652,di-ku₅-mi-šar[]PN,P104202.12.1,recipient,,P104202
653,ab-ba-sa₆-ga-ta[]PN,P126156.5.2,source,,P126156
654,u₂-ta₂-mi-šar-ra-am[]PN,P126156.6.1,recipient,,P126156
655,da-a-a-ni[]PN,P341922.5.1,,,P341922
656,ARAD₂-mu[]PN,P341922.15.1,representative,,P341922
657,lu₂-dingir-ra[]PN,P341922.17.3,,,P341922
658,en-um-{d}iškur-ta[]PN,P125030.4.2,source,,P125030
659,ab-ba-kal-la[]PN,P125030.6.2,,,P125030
660,u₄-de₃-nig₂-sag₁₀[]PN,P125030.8.2,intermediary,,P125030
661,{d}i-bi₂-{d}suen[]PN,P125030.10.2,,lugal[king]N,P125030
662,i-šar-pa₂-dan[]PN,P111917.4.2,intermediary,,P111917
663,ur-{d}nin-gal[]PN,P111917.18.2,,šabra[administrator]N,P111917
664,lu₂-{d}inanna[]PN,P111917.23.4,,,P111917
665,i-su₂-a-ri₂-ik[]PN,P111917.24.2,,šabra[administrator]N,P111917
666,e₂-a-i₃-li₂[]PN,P111917.26.3,,,P111917
667,{d}šul-gi-a-a-mu[]PN,P111917.33.6,intermediary,,P111917
668,ur-{d}lamma[]PN,P111917.35.2,,ensik[ruler]N,P111917
669,ab-ba-sa₆-ga[]PN,P111917.50.2,new owner,,P111917
670,{d}amar-{d}suen[]PN,P111917.52.2,,lugal[king]N,P111917
671,lu₂-dingir-ra-ta[]PN,P123733.14.2,source,,P123733
672,ur-nigar{gar}[]PN,P123733.15.1,recipient,,P123733
673,{d}amar-{d}suen[]PN,P123733.18.2,,lugal[king]N,P123733
674,hu-li-bar[]PN,P211501.3.4,,ensik[ruler]N,P211501
675,ARAD₂-mu[]PN,P211501.10.1,representative,,P211501
676,hu-la-al[]PN,P211501.13.2,intermediary,dubsar[scribe]N,P211501
677,en-dingir-mu-ta[]PN,P109711.6.2,source,,P109711
678,{d}šul-gi-iri-mu[]PN,P109711.8.1,recipient,,P109711
679,ur-ku₃-nun-na-ta[]PN,P107942.7.2,source,,P107942
680,{d}nanna-ma-ba[]PN,P107942.10.2,intermediary,dubsar[scribe]N,P107942
681,ib-ni-{d}suen[]PN,P111934.9.1,recipient,,P111934
682,ur-{d}nanna[]PN,P111934.15.1,recipient,,P111934
683,be-li₂-i₃-li₂[]PN,P111934.20.1,recipient,,P111934
684,ta₂-din-ki-za-še₃[]PN,P111934.22.2,,,P111934
685,a-hu-we-er[]PN,P111934.25.1,recipient,,P111934
686,lugal-amar-ku₃[]PN,P111934.48.1,recipient,,P111934
687,bi₂-bi₂[]PN,P111934.54.1,,šabra[administrator]N,P111934
688,i₃-li₂-an-dul₃[]PN,P111934.59.1,,šabra[administrator]N,P111934
689,lu₂-{d}nin-gir₂-su[]PN,P111934.63.1,,šabra[administrator]N,P111934
690,šu-ru-uš-ak[]PN,P111934.66.1,,šabra[administrator]N,P111934
691,ba-ba-ti[]PN,P111934.72.2,,,P111934
692,nam-ha-ni[]PN,P111934.77.1,,šabra[administrator]N,P111934
693,{d}utu-ba-ni[]PN,P111934.84.1,,ensik[ruler]N,P111934
694,ur-{d}nin-kur-ra[]PN,P111934.90.1,,ensik[ruler]N,P111934
695,li-i₃-si-in[]PN,P111934.97.1,recipient,,P111934
696,{d}šara₂-a₂-zi-da[]PN,P111934.99.1,recipient,,P111934
697,lu₂-dingir-ra[]PN,P111934.102.1,recipient,,P111934
698,lu₂-{d}nin-sun₂[]PN,P111934.104.1,recipient,,P111934
699,giri₃-ni-i₃-sa₆[]PN,P111934.111.1,recipient,,P111934
700,gu₃-de₂-a[]PN,P111934.112.2,,kuš[official]N,P111934
701,ur-{d}suen[]PN,P111934.116.1,recipient,,P111934
702,lugal-me-lam₂-ta[]PN,P111934.132.2,source,,P111934
703,ur-ku₃-nun-na[]PN,P126703.9.1,recipient,,P126703
704,{d}i-bi₂-{d}suen[]PN,P126703.13.2,,lugal[king]N,P126703
705,ur-ku₃-nun-na[]PN,P126703.21.1,,dubsar[scribe]N,P126703
706,lu₂-{d}nin-gir₂-su[]PN,P126703.23.2,,kurušda[fattener]N,P126703
707,lu₂-{d}utu-ta[]PN,P102866.5.4,source,,P102866
708,ad-da-gi-na-ta[]PN,P102866.7.4,source,,P102866
709,a-hu-du₁₀[]PN,P102866.19.2,,,P102866
710,ur-nigar{gar}[]PN,P102866.20.3,,sipad[shepherd]N,P102866
711,lu₂-{d}inanna[]PN,P102866.21.4,,,P102866
712,ur-{d}en-lil₂-la₂[]PN,P102866.22.3,,,P102866
713,ur-ku₃-nun-na[]PN,P102866.24.4,,,P102866
714,en-dingir-mu-ta[]PN,P109618.6.2,source,,P109618
715,{d}šul-gi-iri-mu[]PN,P109618.8.1,recipient,,P109618
716,ARAD₂-mu[]PN,P212353.8.1,representative,,P212353
717,{d}nanna-ma-ba[]PN,P212353.13.2,intermediary,dubsar[scribe]N,P212353
718,{d}i-bi₂-{d}suen[]PN,P212353.15.2,,lugal[king]N,P212353
719,ab-ba-sa₆-ga-ta[]PN,P116000.6.2,source,,P116000
720,na-lu₅[]PN,P116000.8.1,recipient,,P116000
721,in-ta-e₃-a-ta[]PN,P134821.4.2,source,,P134821
722,be-li₂-dan[]PN,P134821.5.1,recipient,,P134821
723,be-li₂-du₁₀[]PN,P134821.10.1,,muhaldim[cook]N,P134821
724,lu₂-dingir-ra[]PN,P123797.9.1,recipient,,P123797
725,{d}en-lil₂-la₂[]PN,P123797.13.3,,,P123797
726,šu-{d}suen[]PN,P131899.5.2,new owner,,P131899
727,dingir-dan[]PN,P131899.6.1,,sukkal[secretary]N,P131899
728,ab-ba-sa₆-ga-ta[]PN,P131899.8.2,source,,P131899
729,na-lu₅-ta[]PN,P416469.11.2,source,,P416469
730,ur-nigar{gar}[]PN,P416469.12.1,recipient,,P416469
731,{d}en-lil₂-la₂[]PN,P131701.5.1,recipient,,P131701
732,{d}en-lil₂-la₂[]PN,P131701.12.1,,,P131701
733,i₃-kal-la[]PN,P131701.13.2,,sipad[shepherd]N,P131701
734,ki-{d}suen[]PN,P101455.16.2,,,P101455
735,{d}lugal-banda₃{da}[]PN,P101455.39.1,,,P101455
736,{d}nin-ša₃-ge-pa₃-da[]PN,P101455.95.1,,,P101455
737,{d}suen-a-bu-šu[]PN,P101455.110.1,,šagia[cup-bearer]N,P101455
738,hal-li₂-a[]PN,P101455.113.2,intermediary,dubsar[scribe]N,P101455
739,lu₂-dingir-ra-ta[]PN,P320752.9.2,source,,P320752
740,ur-nigar{gar}[]PN,P320752.10.1,recipient,,P320752
741,i-tu-tu-a-ta[]PN,P300438.9.2,source,,P300438
742,{d}i-bi₂-{d}suen[]PN,P142366.33.2,,lugal[king]N,P142366
743,{d}suen-a-bu-šu[]PN,P101761.10.1,,šagia[cup-bearer]N,P101761
744,ARAD₂-mu[]PN,P101761.15.1,representative,,P101761
745,ku-ba-tum[]PN,P101761.17.5,,lukur[priestess]N,P101761
746,a-mur-dingir[]PN,P101761.19.3,,,P101761
747,a-mur-dingir[]PN,P101761.20.1,,,P101761
748,a-ba-{d}en-lil₂-gin₇-ta[]PN,P101761.24.2,source,,P101761
749,lu₂-{d}nin-šubur[]PN,P101761.26.2,intermediary,dubsar[scribe]N,P101761
750,am-ne-zu[]PN,P122784.4.1,,engar[farmer]N,P122784
751,kur-ti-lum[]PN,P122784.6.1,,engar[farmer]N,P122784
752,šu-e₂-a[]PN,P122784.13.2,,,P122784
753,{d}nin-ti₂-ug₅-ga[]PN,P303452.7.3,,,P303452
754,{d}en-ki[]PN,P303452.9.3,,,P303452
755,{d}nin-ti₂-ug₅-ga[]PN,P303452.14.3,,,P303452
756,{d}en-ki[]PN,P303452.16.3,,,P303452
757,er₃-ra-na-da[]PN,P303452.25.1,representative,,P303452
758,{d}nin-ti₂-ug₅-ga[]PN,P303452.29.5,,,P303452
759,en-{d}nanše-ki-ag₂[]PN,P303452.32.1,representative,,P303452
760,ur-{d}ba-ba₆-ta[]PN,P134921.6.4,source,,P134921
761,ti-ki-na-ri[]PN,P134921.10.3,,,P134921
762,ur-{d}nin-mu₂[]PN,P134921.12.3,,,P134921
763,ur-ga₂-gi₄-a[]PN,P134921.13.4,,,P134921
764,u₃-zi-nu-ri[]PN,P134921.15.4,,,P134921
765,i₃-li₂-aš₂-ra-ni[]PN,P134921.16.3,,,P134921
766,lugal-nar[]PN,P134921.16.5,,,P134921
767,u₄-de₃-nig₂-sag₁₀[]PN,P134921.17.4,,,P134921
768,sa₃-si₂[]PN,P134921.23.1,recipient,,P134921
769,{d}i-bi₂-{d}suen[]PN,P134921.25.2,,lugal[king]N,P134921
