,Name,id_word,CDLI No,role,profession,Original date,Converted Date
267,ur-mes[]PN,P249018.9.2,P249018,,,SS01 - 12 - 00,76.12
268,ur-mes[]PN,P249018.14.1,P249018,,,SS01 - 12 - 00,76.12
269,la-na[]PN,P249018.15.2,P249018,,kurušda[fattener]N,SS01 - 12 - 00,76.12
270,i₃-li₂-mi-ti[]PN,P249019.4.2,P249019,intermediary,,IS01 - 11 - 00,85.11
271,a-mur-dingir[]PN,P249019.5.4,P249019,intermediary,,IS01 - 11 - 00,85.11
272,šu-{d}iškur[]PN,P249019.7.2,P249019,intermediary,,IS01 - 11 - 00,85.11
273,ur-{d}suen[]PN,P249019.9.2,P249019,intermediary,,IS01 - 11 - 00,85.11
274,{d}nanna-ma-ba-ta[]PN,P249019.11.2,P249019,source,,IS01 - 11 - 00,85.11
275,ur-ku₃-nun-na[]PN,P249019.12.1,P249019,recipient,,IS01 - 11 - 00,85.11
276,{d}i-bi₂-{d}suen[]PN,P249019.15.2,P249019,,lugal[king]N,IS01 - 11 - 00,85.11
277,ab-ba-sa₆-ga[]PN,P249201.5.1,P249201,recipient,,XXXX - XX - XX,0.0
278,{d}šara₂-kam[]PN,P249201.6.2,P249201,,,XXXX - XX - XX,0.0
279,ab-ba-sa₆-ga[]PN,P249201.17.1,P249201,recipient,,XXXX - XX - XX,0.0
280,lugal-iti-da[]PN,P249201.18.2,P249201,,,XXXX - XX - XX,0.0
281,ab-ba-sa₆-ga[]PN,P249201.23.1,P249201,recipient,,XXXX - XX - XX,0.0
282,ab-ba-sa₆-ga[]PN,P249201.29.1,P249201,recipient,,XXXX - XX - XX,0.0
283,ur-{d}šul-pa-e₃[]PN,P330381.33.1,P330381,,dubsar[scribe]N,SS07 - 10 - 08,82.10079999999998
284,{d}nanše-GIR₂@g-gal[]PN,P330390.26.1,P330390,representative,,SH45 - XX - 28,63.0028
285,a-a-kal-la[]PN,P330392.14.1,P330392,,muhaldim[cook]N,AS04 - 10 - 24,70.10239999999999
286,za-ri₂-iq[]PN,P330392.22.2,P330392,,ensik[ruler]N,AS04 - 10 - 24,70.10239999999999
287,ur-šu-ga-lam-ma[]PN,P330392.23.2,P330392,intermediary,dubsar[scribe]N,AS04 - 10 - 24,70.10239999999999
288,in-ta-e₃-a-ta[]PN,P330392.24.2,P330392,source,,AS04 - 10 - 24,70.10239999999999
289,e-du-a[]PN,P330393.5.1,P330393,,,SS05 - 04 - 17,80.0417
290,nir-i₃-da-gal₂[]PN,P330393.8.1,P330393,,,SS05 - 04 - 17,80.0417
291,{d}nanna-igi-du[]PN,P330393.9.3,P330393,,,SS05 - 04 - 17,80.0417
292,{d}šara₂-kam[]PN,P330393.10.3,P330393,,,SS05 - 04 - 17,80.0417
293,šar-ru-um-ba-ni[]PN,P330393.11.3,P330393,,,SS05 - 04 - 17,80.0417
294,in-ta-e₃-a[]PN,P330393.14.1,P330393,recipient,,SS05 - 04 - 17,80.0417
295,{d}nanna-ma-ba[]PN,P330393.15.2,P330393,intermediary,dubsar[scribe]N,SS05 - 04 - 17,80.0417
296,maš-tur[]PN,P330397.6.1,P330397,,šagia[cup-bearer]N,XXXX - XX - XX,0.0
297,nu-ur₂-{d}suen[]PN,P330397.9.2,P330397,intermediary,šagia[cup-bearer]N,XXXX - XX - XX,0.0
298,ba-ba-an-še-en₆[]PN,P330397.10.1,P330397,representative,,XXXX - XX - XX,0.0
299,ur-{d}en-lil₂-la₂[]PN,P330397.12.4,P330397,,,XXXX - XX - XX,0.0
300,nu-ur₂-{d}suen[]PN,P330397.13.2,P330397,intermediary,sukkal[secretary]N,XXXX - XX - XX,0.0
301,li-ba-an-aš-gu-bi[]PN,P330397.14.4,P330397,,lu[person]N,XXXX - XX - XX,0.0
302,li-ba-nu-ug-ša-ba-aš[]PN,P330397.14.7,P330397,,ensik[ruler]N,XXXX - XX - XX,0.0
303,bu-ša-am[]PN,P330397.15.4,P330397,,lu[person]N,XXXX - XX - XX,0.0
304,na-ab-la-nu-um[]PN,P330397.16.4,P330397,,,XXXX - XX - XX,0.0
305,ab-ba-sa₆-ga-ta[]PN,P330441.6.2,P330441,source,,AS05 - 11 - 10,71.111
306,{d}šul-gi-a-a-mu[]PN,P330441.8.1,P330441,recipient,,AS05 - 11 - 10,71.111
307,ab-ba-sa₆-ga-ta[]PN,P330443.7.2,P330443,source,,AS07 - 09 - 09,73.0909
308,in-ta-e₃-a[]PN,P330443.9.1,P330443,recipient,,AS07 - 09 - 09,73.0909
309,a-a-kal-la[]PN,P330458.6.1,P330458,representative,,SH46 - 02 - 24,64.02239999999999
310,ARAD₂-mu[]PN,P330458.13.1,P330458,representative,,SH46 - 02 - 24,64.02239999999999
311,in-ta-e₃-a-ta[]PN,P330459.7.2,P330459,source,,SS09 - 12 - 28,84.1228
312,nu-ur₂-{d}suen[]PN,P330459.10.2,P330459,intermediary,dubsar[scribe]N,SS09 - 12 - 28,84.1228
313,nu-ur₂-{d}suen[]PN,P330459.22.1,P330459,,dubsar[scribe]N,SS09 - 12 - 28,84.1228
314,i-di₃-{d}er₃-ra[]PN,P330459.24.2,P330459,,arad[slave]N,SS09 - 12 - 28,84.1228
315,na-sa₆[]PN,P330462.12.1,P330462,new owner,,SH46 - 06 - 00,64.06
316,nir-i₃-da-gal₂[]PN,P330480.4.4,P330480,new owner,,SH47 - 10 - 15,65.10149999999999
317,da-a-a-ni[]PN,P330480.6.1,P330480,representative,,SH47 - 10 - 15,65.10149999999999
318,{d}nanše-GIR₂@g-gal[]PN,P330480.11.1,P330480,representative,,SH47 - 10 - 15,65.10149999999999
319,na-sa₆-ta[]PN,P330480.18.2,P330480,source,,SH47 - 10 - 15,65.10149999999999
320,lu₂-du₁₀-ga[]PN,P330482.6.2,P330482,,,SH48 - 09 - 20,66.092
321,ARAD₂-mu[]PN,P330482.8.1,P330482,representative,,SH48 - 09 - 20,66.092
322,lu₂-dingir-ra-ta[]PN,P330482.15.2,P330482,source,,SH48 - 09 - 20,66.092
323,šeš-kal-la[]PN,P330484.4.1,P330484,,šukud[fisherman]N,SH48 - 12 - 00,66.12
324,ARAD₂-mu[]PN,P330484.14.2,P330484,,sukkal[secretary]N,SH48 - 12 - 00,66.12
325,ur-mes[]PN,P330484.18.1,P330484,recipient,,SH48 - 12 - 00,66.12
326,lu₂-dingir-ra[]PN,P330487.6.2,P330487,,,AS01 - 12 - 29,67.1229
327,inim-{d}šara₂-ta[]PN,P330487.6.4,P330487,,,AS01 - 12 - 29,67.1229
328,ur-šu-ga-lam-ma[]PN,P330487.7.1,P330487,recipient,,AS01 - 12 - 29,67.1229
329,{d}amar-{d}suen[]PN,P330487.12.2,P330487,,lugal[king]N,AS01 - 12 - 29,67.1229
330,ur-šu-ga-lam-ma[]PN,P330493.10.1,P330493,recipient,,SS09 - 07 - 00,84.07
331,lu₂-{d}suen[]PN,P330493.12.2,P330493,,,SS09 - 07 - 00,84.07
332,lu₂-{d}suen[]PN,P330493.15.1,P330493,,,SS09 - 07 - 00,84.07
333,na-lu₅-ta[]PN,P330497.10.2,P330497,source,,AS08 - 04 - 05,74.04050000000002
334,{d}be-la-at-suh-ne-er[]PN,P330498.9.2,P330498,,,SH41 - 03 - 00,59.03
335,{d}be-la-at-dar-ra-ba-an[]PN,P330498.10.2,P330498,,,SH41 - 03 - 00,59.03
336,an-nu-ni-tum[]PN,P330498.11.1,P330498,,,SH41 - 03 - 00,59.03
337,na-lu₅[]PN,P330499.19.2,P330499,,,SH46 - 02 - 00,64.02
338,{d}šul-gi-iri-mu[]PN,P330542.7.2,P330542,intermediary,,AS05 - 06 - 09,71.0609
339,ARAD₂-mu[]PN,P330542.9.1,P330542,representative,,AS05 - 06 - 09,71.0609
340,{d}šul-gi-a-a-mu-ta[]PN,P330542.11.2,P330542,source,,AS05 - 06 - 09,71.0609
341,{d}nin-ti₂-ug₅-ga[]PN,P330548.8.1,P330548,,,SH47? - 12 - 08,0.1208
342,{d}nanše-GIR₂@g-gal[]PN,P330548.9.1,P330548,representative,,SH47? - 12 - 08,0.1208
343,ARAD₂-mu[]PN,P330548.16.1,P330548,representative,,SH47? - 12 - 08,0.1208
344,na-lu₅-ta[]PN,P330548.21.2,P330548,source,,SH47? - 12 - 08,0.1208
345,en-{d}nanše-ki-ag₂[]PN,P330550.5.2,P330550,intermediary,šagia[cup-bearer]N,SH46 - 02 - 00,64.02
346,na-lul[]PN,P330550.16.3,P330550,,,SH46 - 02 - 00,64.02
347,wa-ta₂-ru-um[]PN,P330572.5.2,P330572,new owner,saŋŋa[official]N,AS05 - 03 - 26,71.0326
348,{d}nanše-GIR₂@g-gal[]PN,P330572.6.1,P330572,representative,,AS05 - 03 - 26,71.0326
349,ab-ba-sa₆-ga-ta[]PN,P330572.9.2,P330572,source,,AS05 - 03 - 26,71.0326
350,lugal-me-lam₂[]PN,P330582.4.1,P330582,,,SH46 - 07 - 25,64.07249999999999
351,id-ni-in-{d}suen[]PN,P330582.11.1,P330582,,,SH46 - 07 - 25,64.07249999999999
352,na-lu₅-ta[]PN,P330594.12.2,P330594,source,,SH44 - 10 - 29,62.1029
353,na-sa₆[]PN,P330594.13.1,P330594,recipient,,SH44 - 10 - 29,62.1029
354,{d}nanše-GIR₂@g-gal[]PN,P330616.8.1,P330616,representative,,SH45 - 12 - 06+,63.1206
355,a-a-kal-la[]PN,P330616.11.1,P330616,representative,,SH45 - 12 - 06+,63.1206
356,na-lu₅[]PN,P330616.14.2,P330616,,,SH45 - 12 - 06+,63.1206
357,ur-{d}lamma[]PN,P330620.8.2,P330620,,ensik[ruler]N,SH46 - 02 - 00,64.02
358,na-sa₆[]PN,P330620.11.1,P330620,new owner,,SH46 - 02 - 00,64.02
359,{d}lugal-banda₃{da}[]PN,P330622.7.3,P330622,,,XXXX - XX - XX,0.0
360,{d}nin-din-ug₅-ga[]PN,P330622.8.2,P330622,,,XXXX - XX - XX,0.0
361,{d}nanna-igi-du[]PN,P330628.27.1,P330628,,šagia[cup-bearer]N,SS04 - 05 - 12,79.0512
362,a-hu-we-er-ta[]PN,P330628.29.2,P330628,source,,SS04 - 05 - 12,79.0512
363,{d}šul-gi-al-mah[]PN,P330628.30.2,P330628,intermediary,dubsar[scribe]N,SS04 - 05 - 12,79.0512
364,in-ta-e₃-a-ta[]PN,P330630.87.2,P330630,source,,SS06 - 08 - 30,81.083
365,du-u₂-du[]PN,P330630.88.1,P330630,recipient,,SS06 - 08 - 30,81.083
366,{d}nanna-kam[]PN,P330632.6.2,P330632,,sukkal[secretary]N,0000 - 00 - 11,0.0011
367,ur-šu-mah[]PN,P330632.15.2,P330632,,,0000 - 00 - 11,0.0011
368,nimgir-di-de₃[]PN,P330632.33.4,P330632,,,0000 - 00 - 11,0.0011
369,{d}šara₂-a-zi[]PN,P330632.34.2,P330632,,,0000 - 00 - 11,0.0011
370,a-du-mu[]PN,P330632.40.2,P330632,,,0000 - 00 - 11,0.0011
371,lugal-ku₃-zu[]PN,P330632.43.2,P330632,,,0000 - 00 - 11,0.0011
372,lu₂-gi-na[]PN,P330632.44.2,P330632,,,0000 - 00 - 11,0.0011
373,ša₃-ku₃-ge[]PN,P330632.47.2,P330632,,,0000 - 00 - 11,0.0011
374,lugal-tur-tur[]PN,P330632.48.3,P330632,,,0000 - 00 - 11,0.0011
375,lugal-a₂-zi-da[]PN,P330633.12.2,P330633,,šabra[administrator]N,SS08 - 08 - 10(+),83.081
376,{d}utu-ba-ni[]PN,P330633.15.3,P330633,,,SS08 - 08 - 10(+),83.081
377,nu-ur₂-{d}iškur[]PN,P330633.19.1,P330633,,šagia[cup-bearer]N,SS08 - 08 - 10(+),83.081
378,šar-ru-um-ba-ni[]PN,P330633.20.3,P330633,,,SS08 - 08 - 10(+),83.081
379,lu₂-{d}nanna[]PN,P330633.21.3,P330633,,,SS08 - 08 - 10(+),83.081
380,in-ta-e₃-a[]PN,P330633.23.1,P330633,recipient,,SS08 - 08 - 10(+),83.081
381,nu-ur₂-{d}suen[]PN,P330633.38.1,P330633,,dubsar[scribe]N,SS08 - 08 - 10(+),83.081
382,i-di₃-er₃-ra[]PN,P330633.40.2,P330633,,arad[slave]N,SS08 - 08 - 10(+),83.081
383,ur-{d}lugal-banda₃{da}[]PN,P330635.4.1,P330635,,,SH47 - 07 - 25,65.07249999999999
384,lu₂-{d}nanna[]PN,P330635.5.2,P330635,,saŋŋa[official]N,SH47 - 07 - 25,65.07249999999999
385,ba-sa₆-ga[]PN,P330635.6.3,P330635,,damgar[merchant]N,SH47 - 07 - 25,65.07249999999999
386,a₂-bi₂-li₂[]PN,P330635.7.3,P330635,,,SH47 - 07 - 25,65.07249999999999
387,ur-{d}nin-gubalag[]PN,P330635.8.3,P330635,,,SH47 - 07 - 25,65.07249999999999
388,{d}nanše-GIR₂@g-gal[]PN,P330638.7.1,P330638,representative,,SH44 - 10 - 29,62.1029
389,na-lu₅[]PN,P330638.10.3,P330638,,,SH44 - 10 - 29,62.1029
390,kas₃-pu-ša[]PN,P330639.5.1,P330639,,šagia[cup-bearer]N,SS09 - 10 - 24,84.10239999999997
391,a-hu-ni[]PN,P330639.17.1,P330639,,šagia[cup-bearer]N,SS09 - 10 - 24,84.10239999999997
392,{d}nin-lil₂-ama-mu[]PN,P330639.23.1,P330639,representative,,SS09 - 10 - 24,84.10239999999997
393,ša-at-{d}suen[]PN,P330639.24.5,P330639,,,SS09 - 10 - 24,84.10239999999997
394,u₂-la-i₃-li₂-iš[]PN,P330639.25.1,P330639,representative,,SS09 - 10 - 24,84.10239999999997
395,a-ba-{d}en-lil₂-gin₇-ta[]PN,P330639.29.2,P330639,source,,SS09 - 10 - 24,84.10239999999997
396,lu₂-{d}nin-šubur[]PN,P330639.31.2,P330639,intermediary,dubsar[scribe]N,SS09 - 10 - 24,84.10239999999997
397,nu-ur₂-{d}suen[]PN,P330639.32.2,P330639,,,SS09 - 10 - 24,84.10239999999997
398,lu₂-{d}nin-šubur[]PN,P330639.45.1,P330639,,dubsar[scribe]N,SS09 - 10 - 24,84.10239999999997
399,an-ne₂-ba-du₇[]PN,P330639.47.2,P330639,,kurušda[fattener]N,SS09 - 10 - 24,84.10239999999997
400,nam-ha-ni[]PN,P330643.8.3,P330643,,,SH47 - 11 - 08,65.1108
401,lu₂-{d}nin-šubur[]PN,P330643.10.4,P330643,,,SH47 - 11 - 08,65.1108
402,ur-{d}en-lil₂-la₂[]PN,P330643.11.8,P330643,,,SH47 - 11 - 08,65.1108
403,{d}nanna-lu₂-du₁₀[]PN,P330643.12.3,P330643,,,SH47 - 11 - 08,65.1108
404,en-ša₃-ku₃-ge[]PN,P330643.13.7,P330643,,saŋŋa[official]N,SH47 - 11 - 08,65.1108
405,lu₂-{d}nanna[]PN,P330643.14.4,P330643,,šabra[administrator]N,SH47 - 11 - 08,65.1108
406,šu-{d}suen[]PN,P330643.17.3,P330643,,,SH47 - 11 - 08,65.1108
407,lugal-inim-gi-na[]PN,P330643.18.7,P330643,,saŋŋa[official]N,SH47 - 11 - 08,65.1108
408,{d}nin-pu₂-mun-na[]PN,P330643.18.9,P330643,,,SH47 - 11 - 08,65.1108
409,ur-{d}nin-gal[]PN,P330643.19.3,P330643,,,SH47 - 11 - 08,65.1108
410,lu₂-dingir-ra[]PN,P330643.20.3,P330643,,šabra[administrator]N,SH47 - 11 - 08,65.1108
411,lugal-a₂-zi-da[]PN,P330643.21.4,P330643,,,SH47 - 11 - 08,65.1108
412,{d}utu-ba-ni[]PN,P330643.22.4,P330643,,,SH47 - 11 - 08,65.1108
413,za-ri₂-iq[]PN,P330643.23.4,P330643,,,SH47 - 11 - 08,65.1108
414,ARAD₂-mu[]PN,P330643.24.5,P330643,,,SH47 - 11 - 08,65.1108
415,ur-{d}nin-gubalag[]PN,P330643.25.3,P330643,,,SH47 - 11 - 08,65.1108
416,za-na-na[]PN,P330643.30.2,P330643,,,SH47 - 11 - 08,65.1108
417,i-šar-ra-ma-aš[]PN,P330643.36.2,P330643,,,SH47 - 11 - 08,65.1108
418,dingir-ba-ni[]PN,P330643.37.6,P330643,,,SH47 - 11 - 08,65.1108
419,nu-ur₂-eš₁₈-dar[]PN,P330643.38.2,P330643,,,SH47 - 11 - 08,65.1108
420,en-um-i₃-li₂[]PN,P330643.39.5,P330643,,,SH47 - 11 - 08,65.1108
421,in-ta-e₃-a[]PN,P330643.40.2,P330643,,,SH47 - 11 - 08,65.1108
422,ur-{d}suen[]PN,P330643.43.1,P330643,,,SH47 - 11 - 08,65.1108
423,na-sa₆[]PN,P330643.44.2,P330643,new owner,,SH47 - 11 - 08,65.1108
424,{d}lamma-lugal[]PN,P330645.5.3,P330645,,zabardab[official]N,SH46 - XX - XX,64.0
425,a-a-kal-la[]PN,P330645.8.1,P330645,representative,,SH46 - XX - XX,64.0
426,e₂-a-ni-ša[]PN,P330645.11.1,P330645,,,SH46 - XX - XX,64.0
427,{d}šul-gi-si₂-im-ti[]PN,P330645.13.1,P330645,,,SH46 - XX - XX,64.0
428,na-ra-am-i₃-li₂[]PN,P330645.17.1,P330645,representative,,SH46 - XX - XX,64.0
429,e₂-a-ni-ša[]PN,P330645.20.2,P330645,new owner,,SH46 - XX - XX,64.0
430,ad-da-mu[]PN,P330646.21.2,P330646,intermediary,šagia[cup-bearer]N,AS01 - 09 - 26,67.0926
431,a-hu-ni-ta[]PN,P330646.25.2,P330646,source,,AS01 - 09 - 26,67.0926
432,{d}amar-{d}suen[]PN,P330646.27.2,P330646,,lugal[king]N,AS01 - 09 - 26,67.0926
433,zu-ru-uh₂[]PN,P330701.7.5,P330701,,,SS05 - 02 - 12,80.0212
434,{d}šul-gi-{d}lamma-mu[]PN,P330701.10.1,P330701,,kuš[official]N,SS05 - 02 - 12,80.0212
435,ur-mes[]PN,P330701.11.3,P330701,,ensik[ruler]N,SS05 - 02 - 12,80.0212
436,du₁₁-ga-zi-da[]PN,P330701.12.3,P330701,,kuš[official]N,SS05 - 02 - 12,80.0212
437,ur-{d}nin-a-zu[]PN,P330701.13.5,P330701,,,SS05 - 02 - 12,80.0212
438,NE-ri-iš-a-tal[]PN,P330701.15.5,P330701,,,SS05 - 02 - 12,80.0212
439,in-ta-e₃-a[]PN,P330701.19.1,P330701,recipient,,SS05 - 02 - 12,80.0212
440,{d}nanna-ma-ba[]PN,P330701.20.2,P330701,intermediary,,SS05 - 02 - 12,80.0212
441,ur-{d}nin-mar{ki}[]PN,P330694.3.1,P330694,,,SH37 - 07 - 00 // SS04 - 07 - 00,55.07
442,na-sa₆[]PN,P330696.12.2,P330696,,kurušda[fattener]N,SH46 - 04 - 00,64.04
443,ab-ba-sa₆-ga-ta[]PN,P330697.8.2,P330697,source,,AS09 - 01 - 13,75.0113
444,igi-{d}en-lil₂-la₂-še₃[]PN,P330697.9.1,P330697,recipient,,AS09 - 01 - 13,75.0113
445,lu₂-{d}nin-gir₂-su[]PN,P330698.3.4,P330698,,,0000 - 00 - 00,0.0
446,al-la-mu[]PN,P330698.4.1,P330698,recipient,,0000 - 00 - 00,0.0
447,al-la-mu[]PN,P330698.5.2,P330698,,,0000 - 00 - 00,0.0
448,al-la-mu[]PN,P330698.9.1,P330698,,,0000 - 00 - 00,0.0
449,{d}en-lil₂-zi-ša₃-gal₂-ta[]PN,P330657.6.2,P330657,source,,XXXX - XX - XX,0.0
450,li-ba-an-aš-gu-bi[]PN,P330658.4.1,P330658,,lu[person]N,SH42 - 09 - 03 // AS06 - 09 - 03,60.090300000000006
451,li-ba-nu-uk-ša-ba-aš[]PN,P330658.4.4,P330658,,ensik[ruler]N,SH42 - 09 - 03 // AS06 - 09 - 03,60.090300000000006
452,lu₂-{d}da-mu[]PN,P330658.5.2,P330658,intermediary,sukkal[secretary]N,SH42 - 09 - 03 // AS06 - 09 - 03,60.090300000000006
453,a-hu-we-er-ta[]PN,P330658.8.2,P330658,source,,SH42 - 09 - 03 // AS06 - 09 - 03,60.090300000000006
454,ab-ba-sa₆-ga-ta[]PN,P330659.4.2,P330659,source,,SH46 - 04 - 00,64.04
455,kal-la[]PN,P330659.5.1,P330659,,,SH46 - 04 - 00,64.04
456,kal-la[]PN,P330659.11.1,P330659,,,SH46 - 04 - 00,64.04
457,ur-ku₃-nun-na[]PN,P330660.10.2,P330660,,,SH47 - 07 - 25,65.07249999999999
458,ur-ku₃-nun-na[]PN,P330661.10.2,P330661,,,SH47 - 07 - 15,65.07149999999999
459,ab-ba-sa₆-ga-ta[]PN,P330662.5.2,P330662,source,,AS01 - 02 - 00,67.02
460,ur-{d}ba-ba₆[]PN,P330662.6.1,P330662,recipient,,AS01 - 02 - 00,67.02
461,{d}amar-{d}suen[]PN,P330662.9.2,P330662,,lugal[king]N,AS01 - 02 - 00,67.02
462,ab-ba-sa₆-ga-ta[]PN,P330663.16.2,P330663,source,,AS01 - 09 - 21,67.0921
463,lu₂-dingir-ra[]PN,P330663.17.1,P330663,recipient,,AS01 - 09 - 21,67.0921
464,{d}amar-{d}suen[]PN,P330663.19.2,P330663,,lugal[king]N,AS01 - 09 - 21,67.0921
465,ab-ba-sa₆-ga-ta[]PN,P330664.7.2,P330664,source,,AS01 - 10 - 27 // AS01 - 11 - 27,67.1027
466,na-lu₅[]PN,P330664.9.1,P330664,recipient,,AS01 - 10 - 27 // AS01 - 11 - 27,67.1027
467,{d}amar-{d}suen[]PN,P330664.11.2,P330664,,lugal[king]N,AS01 - 10 - 27 // AS01 - 11 - 27,67.1027
468,ab-ba-sa₆-ga-ta[]PN,P330665.6.2,P330665,source,,AS02 - 06 - 03,68.0603
469,lu₂-dingir-ra[]PN,P330665.8.1,P330665,recipient,,AS02 - 06 - 03,68.0603
470,{d}amar-{d}suen[]PN,P330665.10.2,P330665,,lugal[king]N,AS02 - 06 - 03,68.0603
471,ab-ba-sa₆-ga-ta[]PN,P330666.6.2,P330666,source,,AS02 - 06 - 03,68.0603
472,{d}šul-gi-a-a-mu[]PN,P330666.7.1,P330666,recipient,,AS02 - 06 - 03,68.0603
473,{d}amar-{d}suen[]PN,P330666.11.2,P330666,,lugal[king]N,AS02 - 06 - 03,68.0603
474,ab-ba-sa₆-ga-ta[]PN,P330667.6.2,P330667,source,,AS02 - 06 - 22,68.0622
475,{d}šul-gi-a-a-mu[]PN,P330667.8.1,P330667,recipient,,AS02 - 06 - 22,68.0622
476,{d}amar-{d}suen[]PN,P330667.11.2,P330667,,lugal[king]N,AS02 - 06 - 22,68.0622
477,ab-ba-sa₆-ga-ta[]PN,P330668.6.2,P330668,source,,AS02 - 09 - 21,68.0921
478,lu₂-dingir-ra[]PN,P330668.7.1,P330668,recipient,,AS02 - 09 - 21,68.0921
479,{d}amar-{d}suen[]PN,P330668.11.2,P330668,,lugal[king]N,AS02 - 09 - 21,68.0921
480,ab-ba-sa₆-ga-ta[]PN,P330669.6.2,P330669,source,,AS03 - 06 - 00,69.06
481,{d}en-lil₂-la₂[]PN,P330669.10.3,P330669,,,AS03 - 06 - 00,69.06
482,ab-ba-sa₆-ga-ta[]PN,P330670.7.2,P330670,source,,AS03 - 11 - 06,69.1106
483,in-ta-e₃-a[]PN,P330670.9.1,P330670,recipient,,AS03 - 11 - 06,69.1106
484,{d}en-lil₂-la₂[]PN,P330670.12.3,P330670,,,AS03 - 11 - 06,69.1106
485,ab-ba-sa₆-ga-ta[]PN,P330671.7.2,P330671,source,,AS03 - 11 - 07,69.1107
486,in-ta-e₃-a[]PN,P330671.9.1,P330671,recipient,,AS03 - 11 - 07,69.1107
487,{d}en-lil₂-la₂[]PN,P330671.12.3,P330671,,,AS03 - 11 - 07,69.1107
488,ab-ba-sa₆-ga-ta[]PN,P330672.7.2,P330672,source,,AS04 - 11 - 04,70.1104
489,na-lu₅[]PN,P330672.9.1,P330672,recipient,,AS04 - 11 - 04,70.1104
490,ab-ba-sa₆-ga-ta[]PN,P330673.5.2,P330673,source,,AS06 - 02 - 04,72.0204
491,ur-šu-ga-lam-ma[]PN,P330673.6.1,P330673,recipient,,AS06 - 02 - 04,72.0204
492,ab-ba-sa₆-ga-ta[]PN,P330674.5.2,P330674,source,,AS07 - 02 - 11,73.02109999999998
493,a-hu-we-er[]PN,P330674.6.1,P330674,recipient,,AS07 - 02 - 11,73.02109999999998
494,ab-ba-sa₆-ga-ta[]PN,P330675.5.2,P330675,source,,AS08 - 11 - 00,74.11
495,na-ra-am-e₂-a[]PN,P330675.12.1,P330675,,,AS08 - 11 - 00,74.11
496,{d}nanše-GIR₂@g-gal[]PN,P330676.6.1,P330676,representative,,AS02 - 04 - XX,68.04
497,{d}amar-{d}suen[]PN,P330676.12.2,P330676,,lugal[king]N,AS02 - 04 - XX,68.04
498,ur-mes[]PN,P330677.6.2,P330677,,,SS02 - 03 - 00,77.03
499,{d}en-ki[]PN,P330677.9.3,P330677,,,SS02 - 03 - 00,77.03
500,ur-mes[]PN,P330677.11.1,P330677,,,SS02 - 03 - 00,77.03
501,la-na[]PN,P330677.12.2,P330677,,kurušda[fattener]N,SS02 - 03 - 00,77.03
502,ur-dingir-ra-ta[]PN,P330678.4.2,P330678,source,,SS05 - 08 - 00,80.08
503,na-silim[]PN,P330678.5.1,P330678,recipient,,SS05 - 08 - 00,80.08
504,lugal-amar-ku₃[]PN,P330678.7.2,P330678,intermediary,,SS05 - 08 - 00,80.08
505,nu-ur₂-{d}suen[]PN,P330679.6.2,P330679,intermediary,dubsar[scribe]N,SS06 - XX - 09,81.0009
506,ur-ku₃-nun-na-ta[]PN,P330680.6.2,P330680,source,,SS08 - 05 - 12,83.0512
507,{d}amar-{d}suen[]PN,P330680.12.1,P330680,,lugal[king]N,SS08 - 05 - 12,83.0512
508,ur-{d}šul-pa-e₃[]PN,P330680.16.1,P330680,,dubsar[scribe]N,SS08 - 05 - 12,83.0512
509,ur-{d}ha-ia₃[]PN,P330680.18.2,P330680,,arad[slave]N,SS08 - 05 - 12,83.0512
510,na-sa₆-ta[]PN,P330683.4.2,P330683,source,,0000 - 05 - 00,0.05
511,e₂-u₃-e[]PN,P330683.5.1,P330683,recipient,,0000 - 05 - 00,0.05
512,ab-ba-sa₆-ga-ta[]PN,P330684.6.2,P330684,source,,AS02 - 01 - 17,68.0117
513,{d}šul-gi-a-a-mu[]PN,P330684.7.1,P330684,recipient,,AS02 - 01 - 17,68.0117
514,{d}amar-{d}suen[]PN,P330684.11.2,P330684,,lugal[king]N,AS02 - 01 - 17,68.0117
515,ur-{d}en-lil₂-la₂[]PN,P330685.20.2,P330685,,,XXXX - XX - XX,0.0
516,šar-ru-um-ba-ni[]PN,P330685.25.2,P330685,,,XXXX - XX - XX,0.0
517,giri₃-ne₂-i₃-sa₆[]PN,P330685.28.1,P330685,,,XXXX - XX - XX,0.0
518,dingir-li-li₂[]PN,P330685.36.2,P330685,,,XXXX - XX - XX,0.0
519,ur-{d}dumu-zi-da[]PN,P330700.25.2,P330700,intermediary,,SH46 - 04 - 00 // AS03 - 04 - 00,64.04
520,ur-{d}lugal-edin-ka[]PN,P330700.27.2,P330700,,,SH46 - 04 - 00 // AS03 - 04 - 00,64.04
521,lu₂-{d}suen[]PN,P100041.4.2,P100041,,,SSXX - 00 - 00,0.0
522,ab-ba-kal-la-ta[]PN,P100041.5.2,P100041,source,,SSXX - 00 - 00,0.0
523,ur-ku₃-nun-na[]PN,P100041.17.1,P100041,,dubsar[scribe]N,SSXX - 00 - 00,0.0
524,lu₂-dingir-ra-ta[]PN,P100189.7.2,P100189,source,,SH46 - 08 - 05,64.0805
525,ur-nigar{gar}[]PN,P100189.9.1,P100189,recipient,,SH46 - 08 - 05,64.0805
526,nu-i₃-da[]PN,P100190.5.2,P100190,new owner,zabardab[official]N,SH47 - 07 - 29,65.07289999999999
